track,album,artist,genre,popularity,explicit,release_date,duration_ms,track_score,duration_min,release_year
Vete,ALFA & OMEGA,Alfredo Olivas,banda,79,False,2022-09-30,185240,39.5,3.0873333333333335,2022
te quiero tanto,Paris Texas,Kevin Kaarl,latin folk,74,False,2022-08-25,325733,37.0,5.428883333333333,2022
Butter,Proof,BTS,k-pop,77,False,2022-06-10,164952,38.5,2.7492,2022
soso,Boy Alone,Omah Lay,afrobeats,79,False,2022-07-14,183056,39.5,3.0509333333333335,2022
RAVE,RAVE,Dxrk ダーク,phonk,76,False,2022-03-18,169245,38.0,2.82075,2022
MUSEO,TRAP CAKE VOL. 2,Rauw Alejandro,reggaeton,74,True,2022-02-25,255412,37.0,4.256866666666666,2022
LA FAMA,MOTOMAMI,ROSALÍA,latin,76,False,2022-03-18,188106,38.0,3.1351,2022
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,tech house,75,False,2022-09-16,235785,37.5,3.92975,2022
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All),Eliza Rose,house,76,False,2022-08-12,226626,38.0,3.7771,2022
obsessed,obsessed,zandros,dark r&b,76,False,2022-08-12,180110,38.0,3.0018333333333334,2022
Pareja Del Año,Dharma,Sebastian Yatra,colombian pop,78,False,2022-01-28,195333,39.0,3.25555,2022
Fuera del mercado,@dannocean,Danny Ocean,reggaeton,80,True,2022-02-17,159849,40.0,2.66415,2022
Hurt,NewJeans 1st EP 'New Jeans',NewJeans,k-pop,73,False,2022-08-01,177946,36.5,2.9657666666666667,2022
911 - En Vivo,911 (En Vivo),Fuerza Regida,corrido,72,False,2022-11-30,175423,36.0,2.9237166666666665,2022
La Jumpa,La Jumpa,Arcángel,reggaeton,75,True,2022-11-30,255693,37.5,4.26155,2022
Crazy What Love Can Do,Crazy What Love Can Do,David Guetta,edm,77,False,2022-04-08,169756,38.5,2.829266666666667,2022
Deseándote,Feliz Navidad Con Salsa,Frankie Ruiz,salsa,75,True,2022-12-16,283546,37.5,4.725766666666667,2022
Cookie,NewJeans 1st EP 'New Jeans',NewJeans,k-pop,73,False,2022-08-01,235562,36.5,3.9260333333333333,2022
I Love You,Skinty Fia,Fontaines D.C.,post-punk,74,True,2022-04-22,305800,37.0,5.096666666666667,2022
DESPECHÁ,MOTOMAMI +,ROSALÍA,latin,75,True,2022-09-09,156787,37.5,2.6131166666666665,2022
memories,memories,leadwave,dark ambient,72,False,2022-09-23,86319,36.0,1.43865,2022
Polaroid Love,DIMENSION : ANSWER,ENHYPEN,k-pop,75,False,2022-01-10,184601,37.5,3.0766833333333334,2022
Delincuente,Delincuente,Tokischa,dembow,74,True,2022-08-19,226490,37.0,3.7748333333333335,2022
Monalisa,Monalisa,Lojay,afrobeats,76,False,2022-05-19,212975,38.0,3.5495833333333335,2022
Last Last,"Love, Damini",Burna Boy,afrobeats,73,False,2022-07-06,172342,36.5,2.8723666666666667,2022
Sour Grapes,FEARLESS,LE SSERAFIM,k-pop,72,False,2022-05-02,196540,36.0,3.2756666666666665,2022
Backpack,Quédate Conmigo,Edicion Especial,corrido,71,False,2022-06-10,209920,35.5,3.498666666666667,2022
Left and Right (Feat. Jung Kook of BTS),CHARLIE,Charlie Puth,soft pop,76,False,2022-10-06,154486,38.0,2.5747666666666666,2022
Sleepless,Sleepless,AVAION,deep house,75,False,2022-05-27,165263,37.5,2.754383333333333,2022
POP!,IM NAYEON,NAYEON,k-pop,74,False,2022-06-24,168106,37.0,2.8017666666666665,2022
Rush,19 & Dangerous (Deluxe),Ayra Starr,afrobeats,75,False,2022-10-21,185093,37.5,3.0848833333333334,2022
Wild Flower (with youjeen),Indigo,RM,k-pop,76,False,2022-12-02,273499,38.0,4.558316666666666,2022
Qué Agonía,Pa' Luego Es Tarde,Yuridia,latin pop,73,False,2022-10-20,152923,36.5,2.5487166666666665,2022
Call It Love,Call It Love,Felix Jaehn,tropical house,76,False,2022-09-16,154560,38.0,2.576,2022
After LIKE,After LIKE,IVE,k-pop,74,False,2022-08-22,176973,37.0,2.94955,2022
Hola - Remix,Yo Te Quiero Pa Mi,Dalex,reggaeton,76,False,2022-02-09,249520,38.0,4.158666666666667,2022
Solo Conmigo,"Fórmula, Vol. 3",Romeo Santos,bachata,72,False,2022-09-01,254920,36.0,4.248666666666667,2022
Tacones Rojos,Dharma,Sebastian Yatra,colombian pop,76,False,2022-01-28,189333,38.0,3.15555,2022
Morritas,Morritas,Natanael Cano,corridos tumbados,72,True,2022-12-13,216330,36.0,3.6055,2022
Suelto,Suelto,Sarai Rivera,christian,72,False,2022-11-17,261213,36.0,4.35355,2022
La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,trap latino,74,True,2022-05-20,254920,37.0,4.248666666666667,2022
Instagram,Instagram,Blessd,reggaeton,75,False,2022-04-07,162000,37.5,2.7,2022
No,ALFA & OMEGA,Alfredo Olivas,banda,75,False,2022-09-30,187240,37.5,3.1206666666666667,2022
Desnúdate Mujer,Feliz Navidad Con Salsa,Frankie Ruiz,salsa,74,True,2022-12-16,289880,37.0,4.831333333333333,2022
LOVE DIVE,LOVE DIVE,IVE,k-pop,74,False,2022-04-05,177186,37.0,2.9531,2022
Partido En Dos,Partido En Dos,Chuy Lizarraga y Su Banda Tierra Sinaloense,banda,72,False,2022-04-22,226003,36.0,3.7667166666666665,2022
NIGHT DANCER,POP CUBE,imase,j-pop,74,False,2022-11-09,210600,37.0,3.51,2022
Malas Decisiones,K23,Kenia Os,reggaeton mexa,74,False,2022-10-26,139146,37.0,2.3191,2022
Volare,@dannocean,Danny Ocean,reggaeton,75,False,2022-11-10,147598,37.5,2.459966666666667,2022
Last Last,"Love, Damini",Burna Boy,afrobeats,72,False,2022-07-07,172342,36.0,2.8723666666666667,2022
LET GO,LET GO,Central Cee,uk drill,76,True,2022-12-15,174246,38.0,2.9041,2022
Calm Down,Calm Down,Rema,afrobeats,74,False,2022-02-10,219813,37.0,3.66355,2022
Rainfall (Praise You),Rainfall (Praise You),Tom Santa,stutter house,75,False,2022-02-18,166569,37.5,2.77615,2022
Tell Me Why - MEDUZA Remix,Tell Me Why (MEDUZA Remix),Supermode,hypertechno,73,False,2022-09-02,171428,36.5,2.8571333333333335,2022
Talk that Talk,BETWEEN 1&2,TWICE,k-pop,71,False,2022-08-26,177466,35.5,2.9577666666666667,2022
Prohibidox,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,reggaeton,74,False,2022-09-14,166253,37.0,2.7708833333333334,2022
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,afrobeats,75,False,2022-06-10,147580,37.5,2.4596666666666667,2022
TUS BESOX,CONTINGENTE,Junior H,corridos tumbados,71,True,2022-11-23,240000,35.5,4.0,2022
The Astronaut,The Astronaut,Jin,k-pop,74,False,2022-10-28,282463,37.0,4.707716666666666,2022
Riri,TRAP KITTY,Young Miko,trap latino,71,True,2022-07-22,134000,35.5,2.2333333333333334,2022
Nxde,I love,i-dle,k-pop,72,False,2022-10-17,178453,36.0,2.9742166666666665,2022
¿Qué Nos Pasó?,¿Qué Nos Pasó?,Anuel AA,reggaeton,75,True,2022-05-26,245738,37.5,4.095633333333334,2022
DESPECHÁ,DESPECHÁ,ROSALÍA,latin,75,True,2022-07-28,157017,37.5,2.61695,2022
Toda - Remix,ENR,Alex Rose,trap latino,73,False,2022-06-09,368453,36.5,6.140883333333333,2022
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,k-pop,73,False,2022-05-27,197586,36.5,3.2931,2022
Besos Moja2,La Última Misión,Wisin & Yandel,reggaeton,73,False,2022-12-01,229064,36.5,3.8177333333333334,2022
understand,Boy Alone,Omah Lay,afrobeats,72,False,2022-07-14,174545,36.0,2.9090833333333332,2022
cómo dormiste?,cómo dormiste?,Rels B,urbano latino,80,True,2022-08-04,112572,40.0,1.8762,2022
Brillo,NataKong,Natanael Cano,corridos tumbados,71,True,2022-04-08,154760,35.5,2.5793333333333335,2022
Le Pido a DIOS,SIXDO,Feid,reggaeton,74,True,2022-12-02,165880,37.0,2.764666666666667,2022
TOMBOY,I NEVER DIE,i-dle,k-pop,72,False,2022-03-14,174386,36.0,2.906433333333333,2022
MEMORIAS,MICRODOSIS,Mora,urbano latino,77,False,2022-04-01,228750,38.5,3.8125,2022
VETE YA,CONTINGENTE,Junior H,corridos tumbados,73,True,2022-11-23,230488,36.5,3.841466666666667,2022
VVS,VVS,Dei V,trap latino,71,True,2022-07-28,164822,35.5,2.7470333333333334,2022
Heaven Is A Place On Earth,Heaven Is A Place On Earth,W&W,big room,74,False,2022-12-16,165000,37.0,2.75,2022
Invéntame - En Vivo,En Vivo Desde El Rancho,Remmy Valenzuela,banda,71,False,2022-12-23,205949,35.5,3.4324833333333333,2022
Mbappe,SEN2 KBRN VOL. 2,Eladio Carrion,trap latino,74,True,2022-11-18,147692,37.0,2.461533333333333,2022
Jackie Down The Line,Skinty Fia,Fontaines D.C.,post-punk,71,False,2022-04-22,241093,35.5,4.0182166666666665,2022
DPM (De Pxta Madre),El Amor Que Merecemos,Kany García,latin pop,70,False,2022-05-27,181680,35.0,3.028,2022
emiliana,Sad Romance,CKay,afrobeats,73,False,2022-09-23,166642,36.5,2.7773666666666665,2022
SIRI,"Fórmula, Vol. 3",Romeo Santos,bachata,68,False,2022-09-01,164093,34.0,2.7348833333333333,2022
ESCALOFRÍOS,MICRODOSIS,Mora,urbano latino,76,False,2022-04-01,138510,38.0,2.3085,2022
Agudo Mágico 3,Agudo Mágico 3,MC K.K,funk,74,True,2022-10-10,174008,37.0,2.9001333333333332,2022
Jordan,Jordan,Ryan Castro,reggaeton,72,True,2022-04-29,178050,36.0,2.9675,2022
Sal rosa,Sal rosa,LATIN MAFIA,latin r&b,72,False,2022-09-16,263606,36.0,4.393433333333333,2022
Chica Ideal,Dharma,Sebastian Yatra,colombian pop,73,False,2022-01-28,183253,36.5,3.0542166666666666,2022
Del Kilo,LLNM2,Anuel AA,reggaeton,65,True,2022-12-09,226165,32.5,3.769416666666667,2022
SI ES AMOR,@dannocean,Danny Ocean,reggaeton,70,False,2022-11-10,212914,35.0,3.548566666666667,2022
Marisola - Remix,Marisola (Remix),Cris Mj,reggaeton chileno,74,True,2022-12-15,237473,37.0,3.957883333333333,2022
Eazt,De Mi Para Ti,Jay Wheeler,reggaeton,68,False,2022-01-12,216000,34.0,3.6,2022
Bebo,"Fórmula, Vol. 3",Romeo Santos,bachata,66,False,2022-09-01,235733,33.0,3.9288833333333333,2022
Mala buena suerte,Mala buena suerte,LATIN MAFIA,latin r&b,71,False,2022-03-11,165333,35.5,2.75555,2022
Smack Yo',Smack Yo',Beltran,tech house,70,True,2022-09-30,245669,35.0,4.094483333333334,2022
Quiero Conocer a Jesús (Yeshua) / Nuestro Dios,Tu Reino Está Aquí,Generación 12,christian,68,False,2022-10-21,715466,34.0,11.924433333333333,2022
Lugar Seguro,Emociones,Jay Wheeler,reggaeton,69,True,2022-08-19,182724,34.5,3.0454,2022
Terminator,Mr. Money With The Vibe,Asake,afrobeats,71,False,2022-09-07,155897,35.5,2.5982833333333333,2022
Barranquilla Bajo Cero,Barranquilla Bajo Cero,Beéle,latin afrobeats,69,False,2022-05-27,246214,34.5,4.103566666666667,2022
Sigue,Capítulo 1,Beny Jr,drill,81,False,2022-04-01,211456,40.5,3.5242666666666667,2022
Sistema De Patio,Sistema De Patio,Tokischa,dembow,63,False,2022-07-13,134222,31.5,2.237033333333333,2022
Tendencia Global,Siempre Blessd,Blessd,reggaeton,70,True,2022-11-03,234402,35.0,3.9067,2022
Hoy Te Pierdo,ALFA & OMEGA,Alfredo Olivas,banda,70,False,2022-09-30,234320,35.0,3.9053333333333335,2022
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],Durdenhauer,hypertechno,73,True,2022-11-18,163515,36.5,2.72525,2022
Mi Libertad,Feliz Navidad Con Salsa,Frankie Ruiz,salsa,66,True,2022-12-16,270400,33.0,4.506666666666667,2022
Me Hace Tanto Bien,Pa' Luego Es Tarde,Yuridia,latin pop,70,False,2022-10-20,231304,35.0,3.8550666666666666,2022
Les Gout,Les Gout,Rampa,afro house,70,False,2022-09-09,344000,35.0,5.733333333333333,2022
Anchor Point,Anchor Point EP,Ahmed Spins,afro house,72,False,2022-06-03,359024,36.0,5.983733333333333,2022
Apna Bana Le,Bhediya (Original Motion Picture Soundtrack),Sachin-Jigar,gujarati pop,80,False,2022-12-06,261702,40.0,4.3617,2022
Dil Nu,Two Hearts Never Break The Same,AP Dhillon,punjabi hip hop,76,False,2022-10-07,233666,38.0,3.894433333333333,2022
DM,Midnight Guest,fromis_9,k-pop,64,False,2022-01-17,204293,32.0,3.4048833333333333,2022
Pasoori,Pasoori,Ali Sethi,ghazal,68,False,2022-02-07,224146,34.0,3.7357666666666667,2022
FAKE LOVE,Proof,BTS,k-pop,71,False,2022-06-10,242333,35.5,4.038883333333334,2022
Entre Nosotros,Portales,Tiago PZK,argentine trap,72,False,2022-07-21,192352,36.0,3.2058666666666666,2022
Nataaoki,NataKong,Natanael Cano,corridos tumbados,70,True,2022-04-08,150000,35.0,2.5,2022
Overdose,Overdose,natori,j-pop,68,False,2022-09-07,197093,34.0,3.284883333333333,2022
Pentagrama,DTOX,Alex Zurdo,christian,66,False,2022-01-07,197121,33.0,3.28535,2022
NVMD,NVMD,Denise Julia,pinoy r&b,73,True,2022-02-04,181224,36.5,3.0204,2022
A Dormir Juntitos - 2022 Remastered,Lo Mejor De Mi (2022 Remastered),Liz,merengue,66,False,2022-08-26,285200,33.0,4.753333333333333,2022
pa quererte,pa quererte,Rels B,urbano latino,74,False,2022-11-04,167272,37.0,2.7878666666666665,2022
Sungba (feat. Burna Boy) - Remix,Mr. Money With The Vibe,Asake,afrobeats,67,False,2022-09-07,210000,33.5,3.5,2022
Musika,Musika,Dionela,opm,76,False,2022-09-28,246666,38.0,4.1111,2022
Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,argentine trap,73,False,2022-01-05,260000,36.5,4.333333333333333,2022
White Brown Black,White Brown Black,Avvy Sra,punjabi pop,76,False,2022-12-09,175999,38.0,2.933316666666667,2022
KU LO SA (with Camila Cabello),KU LO SA (with Camila Cabello),Oxlade,afrobeats,73,False,2022-12-09,148800,36.5,2.48,2022
Salir Con Vida,SI AYER FUERA HOY,Morat,colombian pop,72,False,2022-11-04,176086,36.0,2.9347666666666665,2022
Big City Life,Big City Life,Luude,drum and bass,72,False,2022-06-16,146711,36.0,2.4451833333333335,2022
Cuando Yo Te Conocí,DTOX,Alex Zurdo,christian,63,False,2022-01-07,222131,31.5,3.702183333333333,2022
Uhaw (Tayong Lahat),Uhaw (Tayong Lahat),Dilaw,opm,74,False,2022-12-16,241185,37.0,4.01975,2022
Summer High,Summer High,AP Dhillon,punjabi hip hop,72,False,2022-08-05,177391,36.0,2.9565166666666665,2022
Debí Suponerlo,SI AYER FUERA HOY,Morat,colombian pop,75,False,2022-11-04,144631,37.5,2.4105166666666666,2022
說好不哭,最偉大的作品,Jay Chou,mandopop,64,False,2022-07-15,220693,32.0,3.6782166666666667,2022
Apna Bana Le,Bhediya (Original Motion Picture Soundtrack),Sachin-Jigar,gujarati pop,79,False,2022-11-22,261702,39.5,4.3617,2022
是你,是你,梦然,mandopop,68,False,2022-07-25,223029,34.0,3.71715,2022
Back To You,Back To You,Lost Frequencies,tropical house,70,False,2022-12-09,157252,35.0,2.6208666666666667,2022
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",Pritam,bollywood,76,False,2022-07-17,268164,38.0,4.4694,2022
PECADO,MICRODOSIS,Mora,urbano latino,69,False,2022-04-01,171976,34.5,2.8662666666666667,2022
COMO HAS ESTAU?,PARAÍSO,Mora,urbano latino,72,True,2022-11-03,127333,36.0,2.1222166666666666,2022
Joha,Mr. Money With The Vibe,Asake,afrobeats,66,False,2022-09-07,148000,33.0,2.466666666666667,2022
QUE HABILIDAD,PARAÍSO,Mora,urbano latino,69,True,2022-11-03,233552,34.5,3.892533333333333,2022
Maan Meri Jaan,Champagne Talk,King,desi hip hop,76,False,2022-09-13,194653,38.0,3.2442166666666665,2022
"15,500 Noches","Fórmula, Vol. 3",Romeo Santos,bachata,58,False,2022-09-01,271413,29.0,4.52355,2022
Samjho Na,Samjho Na,Aditya Rikhari,hindi indie,77,False,2022-02-10,172408,38.5,2.873466666666667,2022
00:00,00:00,Siddhartha,mexican indie,72,False,2022-03-31,215251,36.0,3.5875166666666667,2022
Lemonade,Drive Thru,Diljit Dosanjh,bhangra,74,False,2022-07-15,166666,37.0,2.7777666666666665,2022
Quien TV Remix,Quien TV Remix,Blessd,reggaeton,66,True,2022-01-27,163708,33.0,2.728466666666667,2022
Ziploc (Blessd Version),Siempre Blessd,Blessd,reggaeton,68,True,2022-11-03,236110,34.0,3.9351666666666665,2022
Segundos Platos,SI AYER FUERA HOY,Morat,colombian pop,73,False,2022-11-04,184666,36.5,3.0777666666666668,2022
اليوم الحلو ده,اليوم الحلو ده,Ahmed Saad,mahraganat,64,False,2022-07-07,172232,32.0,2.8705333333333334,2022
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,bollywood,71,False,2022-12-12,258472,35.5,4.3078666666666665,2022
Brújula,00:00,Siddhartha,mexican indie,71,False,2022-03-31,252661,35.5,4.211016666666667,2022
Maiyya Mainu,Jersey (Original Motion Picture Soundtrack),Sachet Tandon,bhajan,79,False,2022-04-26,231575,39.5,3.859583333333333,2022
Still Life,Still Life,BIGBANG,k-pop,65,False,2022-04-05,188369,32.5,3.139483333333333,2022
Mi Luz - ft. Rels B,NASTU,Rvfv,flamenco urbano,72,False,2022-01-28,168000,36.0,2.8,2022
Los Besos,La Carta,Greeicy,colombian pop,67,False,2022-03-04,202333,33.5,3.3722166666666666,2022
APA,PARAÍSO,Mora,urbano latino,70,False,2022-11-03,199831,35.0,3.3305166666666666,2022
小城夏天,小城夏天,LBI利比,chinese r&b,65,False,2022-04-02,173382,32.5,2.8897,2022
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,country,89,False,2023-08-25,227195,44.5,3.786583333333333,2023
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,country,86,False,2023-03-03,181621,43.0,3.0270166666666665,2023
Where the Wild Things Are,Gettin' Old,Luke Combs,country,87,False,2023-03-24,239533,43.5,3.9922166666666667,2023
Rock and A Hard Place,Religiously. The Album.,Bailey Zimmerman,country,84,False,2023-01-11,207540,42.0,3.459,2023
Mmhmm,THE BIGGEST,BigXthaPlug,southern hip hop,83,True,2023-12-01,119015,41.5,1.9835833333333333,2023
Thinkin’ Bout Me,One Thing At A Time,Morgan Wallen,country,83,False,2023-03-03,177387,41.5,2.95645,2023
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,rap,88,True,2023-08-18,190285,44.0,3.1714166666666666,2023
Last Night,One Thing At A Time,Morgan Wallen,country,83,True,2023-03-03,163854,41.5,2.7309,2023
Nine Ball,Boys Of Faith,Zach Bryan,country,83,False,2023-09-22,169940,41.5,2.832333333333333,2023
Fast Car,Gettin' Old,Luke Combs,country,85,False,2023-03-24,265493,42.5,4.424883333333334,2023
Fall In Love,Religiously. The Album.,Bailey Zimmerman,country,82,False,2023-01-11,232058,41.0,3.8676333333333335,2023
Levels,AMAR,BigXthaPlug,southern hip hop,82,True,2023-02-10,157377,41.0,2.62295,2023
Think I'm In Love With You,Higher,Chris Stapleton,country,82,False,2023-11-10,222800,41.0,3.7133333333333334,2023
Tennessee Orange,Lucky,Megan Moroney,country,81,False,2023-05-05,223119,40.5,3.71865,2023
You Proof,One Thing At A Time,Morgan Wallen,country,81,False,2023-03-03,157477,40.5,2.624616666666667,2023
Religiously,Religiously. The Album.,Bailey Zimmerman,country,81,False,2023-01-11,178723,40.5,2.9787166666666667,2023
Texas,AMAR,BigXthaPlug,southern hip hop,81,True,2023-02-10,146133,40.5,2.43555,2023
500lbs,TEC,Lil Tecca,melodic rap,84,True,2023-09-22,144390,42.0,2.4065,2023
Pretty Little Poison,Pretty Little Poison,Warren Zeiders,country,80,False,2023-08-10,218260,40.0,3.6376666666666666,2023
We Ride,Poets & Old Souls,Bryan Martin,country,81,True,2023-03-31,188482,40.5,3.141366666666667,2023
Back On My BS,THE BIGGEST,BigXthaPlug,southern hip hop,80,True,2023-12-01,94426,40.0,1.5737666666666668,2023
FE!N (feat. Playboi Carti),UTOPIA,Travis Scott,rap,89,True,2023-07-28,191700,44.5,3.195,2023
In Between,Have A Nice Day,Treaty Oak Revival,country,79,True,2023-11-24,220393,39.5,3.673216666666667,2023
Need A Favor,Whitsitt Chapel,Jelly Roll,country hip hop,80,False,2023-06-02,197400,40.0,3.29,2023
White Horse,Higher,Chris Stapleton,country,80,False,2023-11-10,267893,40.0,4.464883333333334,2023
Thought You Should Know,One Thing At A Time,Morgan Wallen,country,79,True,2023-03-03,215571,39.5,3.59285,2023
Man Made A Bar (feat. Eric Church),One Thing At A Time,Morgan Wallen,country,79,False,2023-03-03,191231,39.5,3.1871833333333335,2023
Stop & Stare,Have A Nice Day,Treaty Oak Revival,country,78,False,2023-11-24,212491,39.0,3.541516666666667,2023
I'm Not Pretty,Lucky,Megan Moroney,country,78,False,2023-05-05,181066,39.0,3.0177666666666667,2023
Last Night,3 Songs At A Time Sampler,Morgan Wallen,country,81,True,2023-01-31,163854,40.5,2.7309,2023
TRUCK BED,the mockingbird & THE CROW,HARDY,country,79,True,2023-01-20,167534,39.5,2.7922333333333333,2023
I KNOW ?,UTOPIA,Travis Scott,rap,84,True,2023-07-28,211582,42.0,3.5263666666666666,2023
MIENTRAS DUERMES,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,86,True,2023-10-05,226035,43.0,3.76725,2023
World on Fire,NATE SMITH (DELUXE),Nate Smith,country,79,False,2023-04-28,189986,39.5,3.1664333333333334,2023
Glue Song,Glue Song,beabadoobee,bedroom pop,84,False,2023-02-14,135066,42.0,2.2511,2023
Ain’t That Some,One Thing At A Time,Morgan Wallen,country,78,True,2023-03-03,158003,39.0,2.633383333333333,2023
This Damn Song,Pecos & the Rooftops,Pecos & the Rooftops,red dirt,76,True,2023-06-23,280000,38.0,4.666666666666667,2023
Spotless (feat. The Lumineers),Zach Bryan,Zach Bryan,country,79,True,2023-08-25,169467,39.5,2.82445,2023
fukumean,a Gift & a Curse,Gunna,melodic rap,83,True,2023-06-16,125040,41.5,2.084,2023
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,85,True,2023-10-05,179013,42.5,2.98355,2023
Sarah's Place (feat. Noah Kahan),Sarah's Place (feat. Noah Kahan),Zach Bryan,country,78,False,2023-09-21,214056,39.0,3.5676,2023
Whiskey On You,NATE SMITH (DELUXE),Nate Smith,country,78,False,2023-04-28,183786,39.0,3.0631,2023
Save Me - with Lainey Wilson,Whitsitt Chapel,Jelly Roll,country hip hop,78,False,2023-06-02,237493,39.0,3.9582166666666665,2023
LUNA,FERXXOCALIPSIS,Feid,reggaeton,89,False,2023-12-01,196800,44.5,3.28,2023
Hey Driver (feat. The War and Treaty),Zach Bryan,Zach Bryan,country,78,False,2023-08-25,227466,39.0,3.7911,2023
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",CAN YOU IMAGINE?,Elevation Worship,worship,80,False,2023-05-19,304535,40.0,5.075583333333333,2023
Regalo De Dios,PRESENTE,Julión Álvarez y su Norteño Banda,banda,85,False,2023-11-17,185933,42.5,3.098883333333333,2023
LOKERA,SATURNO,Rauw Alejandro,reggaeton,84,True,2023-01-24,197101,42.0,3.2850166666666665,2023
Coal,Coal,Dylan Gossett,country,79,False,2023-07-27,194440,39.5,3.240666666666667,2023
Water,Water,Tyla,afrobeats,87,False,2023-07-28,200255,43.5,3.3375833333333333,2023
Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers),Zach Bryan,country,79,True,2023-01-27,290892,39.5,4.8482,2023
NUEVA VIDA,GÉNESIS,Peso Pluma,corrido,84,True,2023-06-29,190680,42.0,3.178,2023
PROVENZA,MAÑANA SERÁ BONITO,KAROL G,reggaeton,86,False,2023-02-24,207626,43.0,3.4604333333333335,2023
PERRO NEGRO,nadie sabe lo que va a pasar mañana,Bad Bunny,reggaeton,86,True,2023-10-13,162767,43.0,2.7127833333333333,2023
MY EYES,UTOPIA,Travis Scott,rap,84,True,2023-07-28,251249,42.0,4.187483333333334,2023
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,pop,84,False,2023-05-25,176579,42.0,2.9429833333333333,2023
Rich Men North of Richmond,Rich Men North of Richmond,Oliver Anthony Music,country,78,False,2023-08-11,187244,39.0,3.1207333333333334,2023
PIÉNSALO,$AD BOYZ 4 LIFE II,Junior H,corridos tumbados,84,True,2023-10-05,240669,42.0,4.01115,2023
AMARGURA,MAÑANA SERÁ BONITO,KAROL G,reggaeton,85,True,2023-02-24,170480,42.5,2.8413333333333335,2023
Fin de Semana,Fin de Semana,Oscar Maydon,corridos tumbados,82,False,2023-01-13,224920,41.0,3.748666666666667,2023
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,rap,81,True,2023-10-06,319191,40.5,5.31985,2023
Best Time,Larger Than Life,Brent Faiyaz,r&b,79,True,2023-10-27,82508,39.5,1.3751333333333333,2023
TELEKINESIS (feat. SZA & Future),UTOPIA,Travis Scott,rap,81,True,2023-07-28,353754,40.5,5.8959,2023
Where It Ends,Religiously. The Album.,Bailey Zimmerman,country,76,False,2023-01-11,179294,38.0,2.9882333333333335,2023
ANXIETY (feat. Doechii),Boy Meets World,Sleepy Hallow,brooklyn drill,82,True,2023-09-15,148928,41.0,2.4821333333333335,2023
DILUVIO,PLAYA SATURNO,Rauw Alejandro,reggaeton,81,True,2023-07-07,197052,40.5,3.2842,2023
Fighting My Demons,A Great Chaos,Ken Carson,rage rap,78,True,2023-10-13,150401,39.0,2.506683333333333,2023
QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),KAROL G,reggaeton,84,True,2023-08-10,172797,42.0,2.87995,2023
TQG,MAÑANA SERÁ BONITO,KAROL G,reggaeton,85,True,2023-02-24,197933,42.5,3.2988833333333334,2023
LAGUNAS,GÉNESIS,Peso Pluma,corrido,81,True,2023-06-29,231246,40.5,3.8541,2023
Tourniquet,Zach Bryan,Zach Bryan,country,76,True,2023-08-25,189053,38.0,3.1508833333333333,2023
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,corrido,82,True,2023-10-20,279275,41.0,4.654583333333333,2023
LADY GAGA,GÉNESIS,Peso Pluma,corrido,82,True,2023-06-29,212878,41.0,3.5479666666666665,2023
Lo Tienes Todo,PRESENTE,Julión Álvarez y su Norteño Banda,banda,82,False,2023-11-17,164386,41.0,2.7397666666666667,2023
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,reggaeton mexa,81,True,2023-03-17,234352,40.5,3.905866666666667,2023
East Side of Sorrow,Zach Bryan,Zach Bryan,country,75,True,2023-08-25,209320,37.5,3.4886666666666666,2023
Under Your Spell,April Mixtape 3,Snow Strippers,electroclash,82,False,2023-05-05,218500,41.0,3.6416666666666666,2023
MOJABI GHOST,DATA,Tainy,reggaeton,84,True,2023-06-29,232131,42.0,3.86885,2023
